HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Time
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,68
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,683
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,687
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,69
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,693
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,696
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,699
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,702
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,705
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,709
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,712
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,715
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,721
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,725
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,728
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,731
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,735
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,739
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,743
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,748
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,756
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,762
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,767
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,775
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,78
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,784
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,789
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,794
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,797
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,8
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,805
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,808
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,812
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,815
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,819
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,822
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,826
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,83
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,835
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,84
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,845
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,85
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,854
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,858
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,867
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,873
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,878
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,881
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,885
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,888
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,891
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,894
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,897
3,215;2,714;-4,95;0;2;0;-0,017;0,957;0,058;2,915
3,045;2,714;-4,95;0;2;0;-0,017;0,96;0,059;2,919
3,045;2,714;-4,95;0;2;0;-0,017;0,96;0,059;2,923
2,858;2,722;-4,95;0;2;0;-0,016;0,964;0,061;2,928
2,511;2,741;-4,95;0;2;0;-0,015;0,97;0,064;2,942
2,225;2,763;-4,95;0;2;0;-0,015;0,975;0,068;2,956
1,724;2,783;-4,95;0;2;0;-0,012;0,983;0,073;2,975
1,097;2,821;-4,95;0;2;0;-0,009;0,991;0,08;2,98
1,097;2,821;-4,95;0;2;0;-0,009;0,991;0,08;2,983
0,908;2,824;-4,95;0;2;0;-0,007;0,993;0,081;2,987
0,722;2,828;-4,95;0;2;0;-0,006;0,994;0,082;2,992
0,722;2,828;-4,95;0;2;0;-0,006;0,994;0,082;2,995
0,503;2,824;-4,95;0;2;0;-0,004;0,995;0,082;2,999
0,503;2,824;-4,95;0;2;0;-0,004;0,995;0,082;3,002
0,329;2,821;-4,95;0;2;0;-0,003;0,996;0,082;3,006
0,329;2,821;-4,95;0;2;0;-0,003;0,996;0,082;3,01
0,138;2,811;-4,95;0;2;0;-0,001;0,997;0,081;3,013
0,138;2,811;-4,95;0;2;0;-0,001;0,997;0,081;3,017
-0,052;2,793;-4,95;0;2;0;0;0,997;0,079;3,021
-0,052;2,793;-4,95;0;2;0;0;0,997;0,079;3,026
-0,225;2,785;-4,95;0;2;0;0,002;0,997;0,078;3,03
-0,225;2,785;-4,95;0;2;0;0,002;0,997;0,078;3,035
-0,372;2,751;-4,95;0;2;0;0,003;0,996;0,075;3,04
-0,494;2,726;-4,95;0;2;0;0,004;0,996;0,072;3,045
-0,494;2,726;-4,95;0;2;0;0,004;0,996;0,072;3,056
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,06
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,065
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,07
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,073
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,076
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,079
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,082
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,086
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,1
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,103
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,107
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,11
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,112
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,115
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,119
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,122
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,126
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,129
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,133
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,136
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,139
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,142
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,146
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,149
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,152
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,156
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,159
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,162
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,165
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,168
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,172
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,175
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,178
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,181
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,184
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,187
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,19
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,193
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,196
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,199
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,202
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,206
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,209
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,211
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,214
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,217
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,22
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,224
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,227
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,23
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,233
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,236
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,239
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,242
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,246
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,25
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,254
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,257
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,26
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,264
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,268
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,273
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,276
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,28
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,284
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,288
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,292
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,296
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,3
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,303
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,309
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,312
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,316
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,319
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,323
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,327
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,33
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,333
-0,66;2,711;-4,95;0;2;0;0,005;0,995;0,07;3,337
-0,793;2,731;-4,95;0;2;0;0,006;0,994;0,072;3,341
-0,793;2,731;-4,95;0;2;0;0,006;0,994;0,072;3,347
-0,971;2,754;-4,95;0;2;0;0,007;0,993;0,074;3,352
-1,234;2,799;-4,95;0;2;0;0,009;0,99;0,077;3,356
-1,234;2,799;-4,95;0;2;0;0,009;0,99;0,077;3,36
-1,476;2,827;-4,95;0;2;0;0,011;0,986;0,078;3,365
-1,476;2,827;-4,95;0;2;0;0,011;0,986;0,078;3,37
-1,704;2,857;-4,95;0;2;0;0,013;0,983;0,08;3,375
-2;2,913;-4,95;0;2;0;0,016;0,978;0,083;3,39
-2,49;2,967;-4,95;0;2;0;0,02;0,969;0,084;3,395
-2,49;2,967;-4,95;0;2;0;0,02;0,969;0,084;3,398
-2,49;2,967;-4,95;0;2;0;0,02;0,969;0,084;3,403
-2,744;3,008;-4,95;0;2;0;0,022;0,964;0,085;3,407
-3,021;3,043;-4,95;0;2;0;0,024;0,959;0,086;3,412
-3,301;3,071;-4,95;0;2;0;0,026;0,953;0,085;3,415
-3,301;3,071;-4,95;0;2;0;0,026;0,953;0,085;3,418
-3,596;3,112;-4,95;0;2;0;0,028;0,947;0,085;3,422
-3,596;3,112;-4,95;0;2;0;0,028;0,947;0,085;3,426
-3,867;3,142;-4,95;0;2;0;0,029;0,942;0,085;3,429
-3,867;3,142;-4,95;0;2;0;0,029;0,942;0,085;3,433
-4,154;3,163;-4,95;0;2;0;0,03;0,936;0,084;3,437
-4,154;3,163;-4,95;0;2;0;0,03;0,936;0,084;3,441
-4,441;3,185;-4,95;0;2;0;0,031;0,93;0,082;3,445
-4,441;3,185;-4,95;0;2;0;0,031;0,93;0,082;3,448
-4,73;3,22;-4,95;0;2;0;0,033;0,925;0,082;3,452
-4,73;3,22;-4,95;0;2;0;0,033;0,925;0,082;3,456
-4,95;3,226;-4,881;0;2;0;0,034;0,919;0,08;3,459
-4,95;3,226;-4,881;0;2;0;0,034;0,919;0,08;3,463
-4,95;3,159;-4,632;0;2;0;0,034;0,914;0,078;3,469
-4,95;3,125;-4,441;0;2;0;0,034;0,91;0,076;3,472
-4,95;3,125;-4,441;0;2;0;0,034;0,91;0,076;3,476
-4,95;3,096;-4,288;0;2;0;0,034;0,906;0,075;3,479
-4,95;3,096;-4,288;0;2;0;0,034;0,906;0,075;3,483
-4,95;3,085;-4,183;0;2;0;0,035;0,904;0,075;3,488
-4,95;3,085;-4,183;0;2;0;0,035;0,904;0,075;3,491
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,494
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,498
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,501
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,505
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,508
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,511
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,514
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,518
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,522
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,553
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,56
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,59
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,594
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,598
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,601
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,608
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,615
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,62
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,624
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,629
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,633
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,637
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,641
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,647
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,651
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,655
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,66
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,664
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,668
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,673
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,677
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,68
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,685
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,697
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,705
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,712
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,716
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,72
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,726
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,73
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,734
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,739
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,743
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,749
-4,95;3,075;-4,095;0;2;0;0,035;0,902;0,075;3,757
-4,95;3,015;-3,84;0;2;0;0,035;0,895;0,072;3,76
-4,95;3,015;-3,84;0;2;0;0,035;0,895;0,072;3,765
-4,95;2,926;-3,479;0;2;0;0,035;0,885;0,067;3,769
-4,95;2,926;-3,479;0;2;0;0,035;0,885;0,067;3,773
-4,95;2,841;-3,093;0;2;0;0,035;0,872;0,063;3,787
-4,95;2,683;-2,361;0;2;0;0,033;0,844;0,052;3,795
-4,95;2,628;-2,02;0;2;0;0,033;0,829;0,049;3,8
-4,95;2,579;-1,724;0;2;0;0,032;0,814;0,045;3,806
-4,95;2,579;-1,724;0;2;0;0,032;0,814;0,045;3,811
-4,95;2,534;-1,466;0;2;0;0,031;0,8;0,041;3,816
-4,95;2,509;-1,207;0;2;0;0,031;0,785;0,039;3,821
-4,95;2,509;-1,207;0;2;0;0,031;0,785;0,039;3,827
-4,95;2,477;-0,989;0;2;0;0,03;0,772;0,036;3,832
-4,95;2,456;-0,802;0;2;0;0,029;0,761;0,035;3,838
-3,605;2,331;-0,462;0;2;0;0,03;0,75;0,034;3,844
-3,605;2,323;-0,353;0;2;0;0,03;0,74;0,033;3,849
-3,605;2,323;-0,353;0;2;0;0,03;0,74;0,033;3,859
-3,605;2,31;-0,252;0;2;0;0,029;0,731;0,031;3,862
-3,605;2,309;-0,17;0;2;0;0,03;0,723;0,031;3,867
-3,605;2,303;-0,113;0;2;0;0,029;0,717;0,03;3,87
-3,605;2,303;-0,113;0;2;0;0,029;0,717;0,03;3,874
-3,605;2,309;-0,076;0;2;0;0,03;0,714;0,031;3,878
-3,605;2,309;-0,076;0;2;0;0,03;0,714;0,031;3,881
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,886
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,89
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,893
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,896
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,9
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,903
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,907
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,91
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,913
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,916
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,919
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,923
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,926
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,93
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,933
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,937
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,94
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,945
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,948
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,951
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,955
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,958
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,961
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,965
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,968
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,972
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,975
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,979
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,982
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,985
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,989
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,992
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,995
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;3,998
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,002
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,006
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,009
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,012
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,016
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,019
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,023
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,026
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,03
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,033
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,037
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,04
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,043
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,047
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,05
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,054
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,057
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,061
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,065
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,068
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,071
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,075
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,078
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,081
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,085
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,088
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,092
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,095
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,098
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,101
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,105
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,109
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,112
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,115
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,119
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,124
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,129
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,132
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,136
-3,605;2,309;-0,05;0;2;0;0,03;0,711;0,03;4,14
-3,605;2,284;0,038;0;2;0;0,028;0,703;0,028;4,143
-3,605;2,284;0,038;0;2;0;0,028;0,703;0,028;4,148
-3,605;2,252;0,151;0;2;0;0,025;0,692;0,024;4,153
-3,605;2,202;0,315;0;2;0;0,021;0,675;0,019;4,156
-3,605;2,202;0,315;0;2;0;0,021;0,675;0,019;4,16
-3,605;2,159;0,475;0;2;0;0,016;0,659;0,014;4,164
-3,605;2,159;0,475;0;2;0;0,016;0,659;0,014;4,168
-4,95;2,149;0,873;0;2;0;0,011;0,643;0,01;4,178
-4,95;2,088;1,079;0;2;0;0,007;0,627;0,005;4,183
-4,95;2,036;1,262;0;2;0;0,003;0,614;0,002;4,194
-4,95;1,982;1,419;0;2;0;-0,001;0,602;-0,001;4,198
-4,95;1,927;1,57;0;2;0;-0,006;0,591;-0,004;4,202
-4,95;1,927;1,57;0;2;0;-0,006;0,591;-0,004;4,207
-4,95;1,881;1,704;0;2;0;-0,009;0,581;-0,007;4,21
-4,95;1,881;1,704;0;2;0;-0,009;0,581;-0,007;4,214
-4,95;1,834;1,841;0;2;0;-0,013;0,571;-0,009;4,218
-4,95;1,834;1,841;0;2;0;-0,013;0,571;-0,009;4,222
-4,95;1,786;1,95;0;2;0;-0,017;0,563;-0,011;4,228
-4,95;1,728;2,06;0;2;0;-0,021;0,555;-0,014;4,231
-4,95;1,728;2,06;0;2;0;-0,021;0,555;-0,014;4,235
-4,95;1,679;2,152;0;2;0;-0,025;0,548;-0,016;4,239
-4,95;1,679;2,152;0;2;0;-0,025;0,548;-0,016;4,243
-4,95;1,629;2,245;0;2;0;-0,029;0,541;-0,018;4,248
-4,95;1,589;2,319;0;2;0;-0,032;0,536;-0,02;4,252
-4,95;1,589;2,319;0;2;0;-0,032;0,536;-0,02;4,256
-4,95;1,549;2,372;0;2;0;-0,035;0,532;-0,022;4,267
-4,95;1,518;2,414;0;2;0;-0,037;0,529;-0,023;4,274
-4,95;1,488;2,446;0;2;0;-0,039;0,527;-0,024;4,278
-4,95;1,458;2,468;0;2;0;-0,042;0,526;-0,026;4,282
-4,95;1,458;2,468;0;2;0;-0,042;0,526;-0,026;4,288
-4,95;1,438;2,479;0;2;0;-0,043;0,525;-0,027;4,293
-4,95;1,418;2,49;0;2;0;-0,045;0,524;-0,027;4,297
-4,95;1,418;2,49;0;2;0;-0,045;0,524;-0,027;4,301
-4,95;1,408;2,49;0;2;0;-0,045;0,524;-0,028;4,306
-4,95;1,408;2,49;0;2;0;-0,045;0,524;-0,028;4,31
-4,95;1,388;2,49;0;2;0;-0,047;0,524;-0,029;4,315
-4,95;1,369;2,49;0;2;0;-0,048;0,524;-0,03;4,319
-4,95;1,369;2,49;0;2;0;-0,048;0,524;-0,03;4,323
-4,95;1,349;2,49;0;2;0;-0,05;0,524;-0,031;4,328
-4,95;1,349;2,49;0;2;0;-0,05;0,524;-0,031;4,332
-4,95;1,33;2,479;0;2;0;-0,051;0,525;-0,032;4,337
-4,95;1,32;2,479;0;2;0;-0,052;0,524;-0,032;4,341
-4,95;1,32;2,479;0;2;0;-0,052;0,524;-0,032;4,346
-4,95;1,301;2,468;0;2;0;-0,053;0,525;-0,033;4,351
-4,95;1,301;2,468;0;2;0;-0,053;0,525;-0,033;4,355
-4,95;1,282;2,468;0;2;0;-0,055;0,525;-0,034;4,36
-4,95;1,253;2,457;0;2;0;-0,057;0,526;-0,035;4,371
-4,95;1,234;2,436;0;2;0;-0,058;0,527;-0,036;4,376
-4,95;1,207;2,404;0;2;0;-0,061;0,529;-0,038;4,388
-4,95;1,188;2,393;0;2;0;-0,062;0,53;-0,039;4,408
-4,95;1,124;2,329;0;2;0;-0,067;0,534;-0,043;4,416
-4,95;1,115;2,319;0;2;0;-0,068;0,535;-0,043;4,422
-4,95;1,097;2,298;0;2;0;-0,069;0,536;-0,044;4,428
