HitX;HitY;HitZ;Px;Py;Pz;Rx;Ry;Rz;Time
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,612
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,615
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,618
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,621
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,625
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,627
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,631
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,635
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,638
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,641
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,646
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,65
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,654
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,658
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,667
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,693
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,699
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,703
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,708
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,712
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,716
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,719
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,723
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,727
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,73
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,734
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,738
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,741
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,746
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,749
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,753
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,757
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,761
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,765
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,769
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,772
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,776
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,78
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,784
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,788
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,791
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,795
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,799
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,803
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,807
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,81
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,815
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,818
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,821
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,825
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,829
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,833
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,837
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,84
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,845
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,849
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,852
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,856
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,86
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,864
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,868
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,872
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,876
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,881
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,887
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,891
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,895
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,9
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,903
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,908
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,911
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,915
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,919
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,923
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,927
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,931
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,934
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,938
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,942
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,946
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,95
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,954
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,958
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,962
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,966
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,97
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,974
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,977
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,981
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,985
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,988
0,251;1,627;-4,95;0;2;0;0,001;0,999;-0,038;11,992
0,13;1,645;-4,95;0;2;0;0;0,999;-0,036;11,996
0,13;1,645;-4,95;0;2;0;0;0,999;-0,036;12,001
-0,035;1,671;-4,95;0;2;0;0;0,999;-0,033;12,007
-0,294;1,714;-4,95;0;2;0;-0,001;0,999;-0,029;12,012
-0,546;1,765;-4,95;0;2;0;-0,001;0,998;-0,024;12,016
-0,546;1,765;-4,95;0;2;0;-0,001;0,998;-0,024;12,021
-0,811;1,807;-4,95;0;2;0;-0,002;0,997;-0,019;12,026
-0,811;1,807;-4,95;0;2;0;-0,002;0,997;-0,019;12,03
-1,125;1,867;-4,95;0;2;0;-0,001;0,994;-0,013;12,048
-1,695;1,963;-4,95;0;2;0;-0,001;0,986;-0,003;12,068
-2,665;2,088;-4,95;0;2;0;0,002;0,97;0,008;12,088
-3,98;2,166;-4,95;0;2;0;0,004;0,943;0,012;12,106
-4,95;2,169;-4,831;0;2;0;0,005;0,921;0,011;12,124
-4,95;2,053;-3,61;0;2;0;0,002;0,891;0,004;12,129
-4,95;2,053;-3,61;0;2;0;0,002;0,891;0,004;12,133
-4,95;2,021;-3,339;0;2;0;0,001;0,883;0,002;12,138
-4,95;2,021;-3,339;0;2;0;0,001;0,883;0,002;12,142
-4,95;1,99;-3,154;0;2;0;0;0,877;-0,001;12,148
-4,95;1,97;-3,033;0;2;0;-0,001;0,872;-0,002;12,153
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,158
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,162
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,166
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,17
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,174
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,178
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,182
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,186
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,189
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,193
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,197
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,201
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,223
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,227
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,23
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,234
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,237
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,24
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,244
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,248
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,251
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,255
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,258
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,261
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,265
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,269
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,272
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,275
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,279
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,282
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,286
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,289
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,292
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,296
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,299
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,303
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,307
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,311
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,314
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,318
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,321
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,325
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,329
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,333
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,337
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,34
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,344
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,347
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,351
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,355
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,358
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,362
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,366
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,369
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,372
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,376
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,38
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,383
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,387
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,391
-4,95;1,96;-2,963;0;2;0;-0,002;0,87;-0,003;12,396
-4,95;1,98;-2,744;0;2;0;-0,001;0,862;-0,002;12,401
-4,95;2,01;-2,34;0;2;0;0;0,845;0,001;12,406
-4,95;2,037;-1,95;0;2;0;0,002;0,827;0,003;12,411
-4,95;2,037;-1,95;0;2;0;0,002;0,827;0,003;12,416
-4,95;2,073;-1,58;0;2;0;0,004;0,807;0,006;12,42
-4,95;2,073;-1,58;0;2;0;0,004;0,807;0,006;12,424
-4,95;2,098;-1,225;0;2;0;0,006;0,787;0,008;12,429
-4,95;2,132;-0,864;0;2;0;0,008;0,765;0,01;12,434
-4,95;2,132;-0,864;0;2;0;0,008;0,765;0,01;12,438
-4,605;2,162;-0,468;0;2;0;0,012;0,742;0,013;12,443
-4,605;2,162;-0,468;0;2;0;0,012;0,742;0,013;12,448
-3,605;2,151;-0,107;0;2;0;0,015;0,717;0,015;12,466
-4,95;2,263;0,811;0;2;0;0,02;0,647;0,017;12,471
-4,95;2,263;0,811;0;2;0;0,02;0,647;0,017;12,476
-4,95;2,292;1,088;0;2;0;0,022;0,626;0,018;12,48
-4,95;2,292;1,088;0;2;0;0,022;0,626;0,018;12,484
-4,95;2,295;1,317;0;2;0;0,023;0,609;0,018;12,488
-4,95;2,298;1,504;0;2;0;0,023;0,595;0,017;12,493
-4,95;2,298;1,504;0;2;0;0,023;0,595;0,017;12,497
-4,95;2,319;1,656;0;2;0;0,025;0,584;0,018;12,515
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,52
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,523
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,528
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,532
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,535
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,539
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,543
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,547
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,551
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,555
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,559
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,563
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,566
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,57
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,574
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,577
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,581
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,585
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,588
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,592
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,596
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,6
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,604
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,607
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,611
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,615
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,618
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,622
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,626
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,63
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,634
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,638
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,642
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,646
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,65
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,654
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,657
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,661
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,666
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,669
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,673
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,677
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,681
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,685
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,689
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,694
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,698
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,702
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,706
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,709
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,714
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,718
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,721
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,726
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,73
-4,95;2,367;1,743;0;2;0;0,028;0,578;0,02;12,735
-4,95;2,39;1,93;0;2;0;0,03;0,564;0,021;12,739
-4,95;2,39;1,93;0;2;0;0,03;0,564;0,021;12,744
-4,95;2,426;2,194;0;2;0;0,033;0,545;0,021;12,75
-4,95;2,469;2,599;0;2;0;0,036;0,517;0,022;12,768
-4,95;2,58;3,44;0;2;0;0,043;0,463;0,022;12,774
-4,95;2,64;3,895;0;2;0;0,046;0,436;0,022;12,778
-4,95;2,717;4,364;0;2;0;0,049;0,411;0,022;12,782
-4,95;2,717;4,364;0;2;0;0,049;0,411;0,022;12,787
-4,95;2,802;4,847;0;2;0;0,053;0,387;0,022;12,791
-4,95;2,802;4,847;0;2;0;0,053;0,387;0,022;12,795
-4,6;2,83;4,95;0;2;0;0,057;0,365;0,022;12,8
-4,198;2,854;4,95;0;2;0;0,061;0,344;0,023;12,803
-4,198;2,854;4,95;0;2;0;0,061;0,344;0,023;12,808
-3,853;2,87;4,95;0;2;0;0,065;0,324;0,022;12,813
-3,853;2,87;4,95;0;2;0;0,065;0,324;0,022;12,817
-3,544;2,899;4,95;0;2;0;0,07;0,305;0,022;12,834
-2,927;2,901;4,95;0;2;0;0,075;0,263;0,02;12,839
-2,643;2,879;4,95;0;2;0;0,075;0,242;0,019;12,848
-2,329;2,837;4,95;0;2;0;0,074;0,218;0,017;12,854
-1,98;2,768;4,95;0;2;0;0,07;0,189;0,014;12,874
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,878
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,882
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,886
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,89
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,893
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,898
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,902
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,906
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,91
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,914
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,917
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,92
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,924
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,927
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,931
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,934
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,937
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,941
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,945
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,948
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,952
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,955
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,958
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,962
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,966
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,97
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,973
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,976
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,98
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,983
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,988
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,992
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,995
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;12,999
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,003
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,007
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,011
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,014
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,018
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,021
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,025
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,028
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,031
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,035
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,038
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,042
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,046
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,05
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,054
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,057
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,061
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,066
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,069
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,072
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,075
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,079
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,082
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,086
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,09
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,093
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,096
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,099
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,103
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,107
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,11
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,113
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,117
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,12
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,124
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,127
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,131
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,134
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,138
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,141
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,145
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,149
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,152
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,156
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,159
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,162
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,166
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,17
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,173
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,177
-1,532;2,664;4,95;0;2;0;0,063;0,149;0,01;13,181
-1,429;2,642;4,95;0;2;0;0,061;0,14;0,009;13,186
-1,429;2,642;4,95;0;2;0;0,061;0,14;0,009;13,191
-1,271;2,6;4,95;0;2;0;0,058;0,125;0,007;13,195
-1,088;2,568;4,95;0;2;0;0,055;0,108;0,006;13,2
-1,088;2,568;4,95;0;2;0;0,055;0,108;0,006;13,204
-0,891;2,529;4,95;0;2;0;0,052;0,089;0,005;13,208
-0,891;2,529;4,95;0;2;0;0,052;0,089;0,005;13,213
-0,713;2,508;4,95;0;2;0;0,05;0,071;0,004;13,217
-0,555;2,488;4,95;0;2;0;0,049;0,056;0,003;13,221
-0,555;2,488;4,95;0;2;0;0,049;0,056;0,003;13,225
-0,407;2,487;4,95;0;2;0;0,049;0,041;0,002;13,229
-0,407;2,487;4,95;0;2;0;0,049;0,041;0,002;13,233
-0,268;2,469;4,95;0;2;0;0,047;0,027;0,001;13,237
-0,268;2,469;4,95;0;2;0;0,047;0,027;0,001;13,241
-0,121;2,451;4,95;0;2;0;0,045;0,012;0,001;13,245
-0,121;2,451;4,95;0;2;0;0,045;0,012;0,001;13,249
0,017;2,442;4,95;0;2;0;0,044;-0,002;0;13,254
0,156;2,433;4,95;0;2;0;0,044;-0,016;-0,001;13,257
0,156;2,433;4,95;0;2;0;0,044;-0,016;-0,001;13,26
0,156;2,433;4,95;0;2;0;0,044;-0,016;-0,001;13,272
0,381;2,391;4,95;0;2;0;0,039;-0,038;-0,002;13,29
0,678;2,306;4,95;0;2;0;0,03;-0,068;-0,002;13,308
0,873;2,237;4,95;0;2;0;0,023;-0,087;-0,002;13,313
0,873;2,237;4,95;0;2;0;0,023;-0,087;-0,002;13,317
0,962;2,194;4,95;0;2;0;0,019;-0,096;-0,002;13,321
1,052;2,159;4,95;0;2;0;0,016;-0,105;-0,002;13,325
1,052;2,159;4,95;0;2;0;0,016;-0,105;-0,002;13,33
1,125;2,124;4,95;0;2;0;0,012;-0,111;-0,001;13,344
1,253;2,053;4,95;0;2;0;0,005;-0,124;-0,001;13,35
1,299;2,027;4,95;0;2;0;0,003;-0,128;0;13,353
1,299;2,027;4,95;0;2;0;0,003;-0,128;0;13,357
1,326;2,009;4,95;0;2;0;0,001;-0,131;0;13,361
1,326;2,009;4,95;0;2;0;0,001;-0,131;0;13,365
1,345;2;4,95;0;2;0;0;-0,132;0;13,369
1,345;2;4,95;0;2;0;0;-0,132;0;13,373
1,345;1,991;4,95;0;2;0;-0,001;-0,132;0;13,376
1,345;1,991;4,95;0;2;0;-0,001;-0,132;0;13,379
